Index,Yorum,Duygu
9962,ürün elime 3 günde ulaştı gayet güzel kullanışlı arayuzu güzel arayan kişiyi görme ve mesajları gösterme özelliği olsa daha da güzel olurdu,1
9963,27-03-2016 pazar akşamı siparişimi verdim 29- 03-2016 saat 16:00 da elime ulaştı ..,1
9964,FİYATINA GÖRE ÇOK İYİ ÜRÜN TAVSİYE EDERİM.,1
9965,"eger ihtiyacınız varsa ve profesyonel kullanımla işiniz yoksa.. okuma hızıda ,yazma hızıda yeterli gelir.. Bu fiyata, 16 gb kacırılmaz bi ürün.. ben kendim 8 gb sandisk kullanıyorum memnun kaldıgım için 16 gb sandiski düsünmeden sipariş ettim..",1
9966,"yaklaşık üç aydır,sorunsuz olarak kullanıyorum;bu fiyata alınabilecek en iyi ürün diyebilirim.",1
9967,Fonksiyonel ve kullanisli,1
9968,"ürün ergonomik bir yapıya sahip oldukça güzel, ayrıca kablolu Mouse ler gibi hızlı, diğer optik Mouse lere göre çok çok iyi herkese tavsiye ederim",1
9969,ürün çok çabuk elime ulaştı bu flash beelek çok zarif ve çok kullanışlı bi ürün düşünen arkadaşlara tavsiye ederim. anahtarlığa takılma özelliği ayrı bir güzellik,1
9970,"ürün 2 günde elime ulaştı,orjinal 6s hiç bir sıkıntısı yok,1 puan kırdım onun sebebide kargo paketinin çok basitçe olması,onca para verilen telefonu baloncuklu poşetle koruma altına alabilirlerdi ama korumasız bi kolinin için e koyup göndermişler",1
9971,Kibar ve guzel bir kasasi var. hizli veri kopyalamasi yapiyor.Tavsiye ederim.,1
9972,"Hızlı şarj ediyor,ısınma sorunu yok.tavsiye ederim",1
9973,"yazıcıyı da buradan almıştım, dışarıya göre kartuş fiyatı ve özellikle kargo dahil olması çok avantajlı . Kartuşun ebatının küçük olmasına rağmen oldukça uzun zaman yetiyor. Bizde iş yerinde kullanıyoruz ve hiç sıkıntı çekmedik.",1
9974,Herşeyiyle 4-4 lük bir telefon arkadaşlar. 2009 sonu yapılacak güncellemeyle (v31) kinetic scroll özelliğide gelmesi bekleniyor. Kameradan fazla performans beklemeyin çünkü kameranın özellikle gece çekimi berbat. Ama diğer özelliklerine diyecek yok.Bende hepsiburadadan almıştım. Şimdi dahada ucuzlamış kaçırmayın derim.,1
9975,"Pc nin acilisi 7 saniye kapanisi 3 saniye. Ben boyle bise gormedim, siddetle tavsiye edilir.",1
9976,Orijinal ürün. Son tüketim tarihi 2018. Uygundur....,1
9977,Ürün çok iyi düşündüğümden küçük sadece tek sevmediğim kablosunun kısa olması onun haricinde süper teşekkürler www.hepsiburada.com,1
9978,bu fiyata göre flas belleğe ihtiyaacı olan arkadaslara tavsiye ederim . ben hediye çekimi bu yonde değerlendirdim . kardeşime hediye ettim cok memnun olduğunu soyledi . küçük şeylerle insanları mutlu edebılırsiniz arkadaslar cok tesekkurler.,1
9979,Mükemmel hizmet. Teşekkürler,1
9980,"Çok küçük, çok hafif. 930 gb kullanım alanıyla geldi",1
9981,Hızlı gönderi için teşekkürler hepsiburada bu fiyata performansı iyi,1
9982,"Ertesi günü teslim edildi. Sorunsuz çalışıyor, hızı gayet iyi. Kurulumu da kolay. Fiyat/performans açısından çok başarılı.",1
9983,ürünü elinize aldığınzda naylon plastik hissiyatı veriyor.ben markaya güvenerek satın aldım.sonuçta benim için önemli olan iç kısmı. :),1
9984,Çok hızlı veri aktarımı var.,1
9985,Yorumları okuyunca yardımcı olmak istedim. Arama ayarlarında bluetooth için cihaz kilitliyken arama yapmama seçeneği mevcut. Bunu seçerseniz tek tuşla aramadan kurtulmuş olursunuz...,1
9986,allah aşkına sen nasıl kullanıyon telefonu kardeşim.etrafımda 3 kişi kullanıyor bu cihazı bi tanesi bir yılı geçti bi tanesi 6 ayı geçti bi tanesi yaklaşık 2 ay oldu sadece 1 yıl kullanan arkadaşım kapanma problemi var dedi o da kurulu olan bi programdan dolayıymış kaldırdı bi format tamam yani.bence sende sorun var :),1
9987,"En uygun fiyatlı Antenli USB Wifi dongle idi ben aldığımda. Basit bir kurulum yapıyorsunuz, birkaç dakika sürmüyor bile. Sonra ayrıca bir yazılıma ihtiyacınız olmadan windowsun kablosuz bağlantı fonksiyonu ile kullanabiliyorsunuz. Çekim gücü sıradışı değil ama yeterli, malzeme dokusu güzel. Hiç sorun çıkartmadı bugüne kadar. Tavsiye ederim.",1
9988,"Nokia 5800 Xpressmusic ( Sınırsız Ovi Maps + 8 Gb Hafıza Kartı Hediye ) telefonu geçen ay aldım. ilkdefa dokunmatik kullandığım için biraz zorlandım. fakat zamanla insan alışıyor, komşumada taysiye ettim. eşine anneler günü hediyesi olarak kırmızı olanından spariş ettik ama sanırım anneler günününe yetişemeyecek çünkü kargo durumu ve spariş sparişin bankadan onayı için 1 gün beklenmesi biraz geciktirecek birde ben alırken indirime 2 gün vardı hala indirim günü devam ediyor, budurumda çok şaşırtıcı arz talep meselesi sanırım. telf süper tavsiye ederim. birde seffaf kılıfınıda birlikte spariş ederseniz memnun kalırsınız.",1
9989,"Bu ürünü yaklaşık 1 seneden beri yapılan yorumlarıdan da takip ederseniz, rüştünü ispatladığını görürsünüz. Tam bir (Fiyat-Performans) ürünü, gerek ses-görüntü kalitesi, gerek işletim sistemi olsun sorunsuz. Ayrıca ben siyah rengini tercih ettim daha bi ağır duruyor:) kutusundan çıkan nokianın orjinal kulaklığı bana müzik seven birisi olarak biraz basit geldi, daha kaliteli bişey almak lazım. Kısaca, 5800 ı piyasadan daha uygun fiyata gönül rahatlığıyla alabilirsiniz.",1
9990,telefon dustu o gün elimden düştüama herhangi bişey olmadı kalitesi kendisini diğer markalardan fark ettiriyor.kulanış bakımında güzel bi telefon alan herkese hayırlı olsun,1
9991,Bu fiyata kullanışlı ve kaliteli bir ürün. Ayrıca dün sipariş verdim bu gün Isparta ilindeki adresime teslimatı yapıldı. Hızlı teslimat için teşekkürler Hepsiburada,1
9992,"Aktarım hızı gayet iyi. Dış kap termoset plastik (karışım yapmadıysalar ki sanmam marka gayet iyi) ve üzerinde olan desen 0.1 mm dolaylarında kabartılı, rahatsız edici bir kabartma yok. Kargo hızlı. Marka iyi. Firma güvenli. Gayet başarılı. Ama tek sorun var. Paketleme yapan arkadaş 10 cm boyundaki cihaz için 25 ×10 × 20 cm (tamamı ile ortalama) hacimli bir kutu seçmesi cihazda kargolama esnasında sıkıntı yaratmış olabilir mi ? diye düşündüm ancak şimdilik bir sıkıntı yok, ki zaten marka kendi kutusu içerisinde baya iyi düzenleme yapmış. Sıkıntı olacağını sanmam",1
9993,Çok güzel lakin dizayn biraz geliştirilen bilir,1
9994,ürün fena değil,1
9995,urun olağan ustu.tavsiye ederim.ama kucuk oldugu icin kaybedebilirsiniz.dikkat edin.tel takabilirsiniz.tsekkurler,1
9996,"fiyatı uygun. kargo çok hızlı ve 2 tane alınca extra indirim. kartuş doldurmak için uğraşmaya gerek yok, gayet uygun fiyat ve baskı sayısı çok",1
9997,"Ürün 2 gün önce bana ulaştı. Geldiğinde yarıdan az şarjı vardı. Ben tam şarj etmeden önce içindeki şarjını bitirmek istedim ve 3000 mah'lık bataryaya sahip olan LG G3 telefonumu 2 defa tam şarj etti. ayrıca bizim evin elektrik şebekesi verimsiz elektrik verdiği için telefonum hem geç şarj oluyor hem de şarjı çabuk bitiyordu, günde 2 defa telefonumu şarj ediyordum ama bu ürünle şarj ettikten sonra günde 1 defa şarj bana yetmeye başladı. hem daha hızlı şarj ediyor hem de verimli şarj ediyor. Kötü tarafı ise ürünün beklediğimden biraz daha ağır ve büyük ebatlara sahip olması, bi de kendisinin şarj olması 6 saat kadar sürüyor. onun dışında eğer batarya ömrü de kısalmazsa harika bir ürün. herkese tavsiye ederim.",1
9998,Hızlı teslimat ve gerçekten çok hafif bir ürün. Üstelik bu fiyata hiç bir yerde yok.,1
9999,"HP MÜKEMMEL BİR FİYAT-PERFORMANS ÜRÜNÜ YAPMIŞ , HERKESE TAVSİYE EDERİM , AYRICA HEPSİBURADAYA DA ÇOK TEŞEKKÜRLER...",1
10000,"Gayet başarılı, fiyatı da uygun..",1
10001,bende bu telefonu kullanıyorum gerek wi-fi gerek de dokunmatiği gayet güzel.eksi yönleri ise çok kaba görüntüsü ve kamerası diyebilirim.Ama dokunmatik telefon alacak olanlara tavsiye ediyorum alın memnun kalırsınız..,1
10002,"Ürün gercekten cok rahat.. dokunmatik ekrar sorun cıkarmadan istediğim dokunuslari algılıyor..Ekran kilidi cok gerekli ve kullanişli... Wireless baglantisi gercekten güclü 2 kat yukardaki modemden sinyal alıyorum...Extra özellikleri saymakla bitmez,hepsi bir arada en hesapli telefon bu fiyata kacmaz..",1
10003,Aldigimda 2 gun icerisinde geldi. nabzi olcuyor ama dogrumu degilmi bilemem. Uyku verileri ve diger saglikz takipleri gayet iyi alarmi iyi kimseyi rahatsiz etmeden uyandırıyor. ek olarak ekranda arayani gormek ve mesaji okumak icin ucretli mi band tools programini indirmeniz gerekli. Ama ard arda msj geldimi hepsini gostermiyor. Fiyati da gayet iyi sporcular icin ideal.,1
10004,"Bu telefonu alırken iki şey önemli idi benim için ya bir iş telefonu alacaktım ya da bir müzik telefonu... Sonunda eğlence ağır bastı ancak bu telefon da bana iş telefonun sağlayacağı avantajları yeterince sağladı. 3.2 mp kamera gündüzleri yeterince iyi, ipod veya mp3 player taşımanıza gerek kalmıyor, oyunlarıda cabası...",1
10005,Ben beğendim artık hiç kolumdan çıkarmıyorum ios la da çalışıyor yalnızca bir kişi kullanabiliyor tek kötü özelliği bu,1
10006,"Mouse çok güzel... İlk aldığımda on-off düğmesini on yaptığımda mouse un ışığı yanmamıştı... Meğer mouse ""invisible mouse"" yani görünmez optik miş... Yani lazer ışığını göremiyorsunuz... Estetiği çok güzel...",1
10007,ne desem boş. bu fiyata bu ürün. benim amerikadan aldığım fiyata almış alıyorsunuz bu ürünü. kaçırmayın derim. targusu da tek geçerim.,1
10008,Hızlı ve zamanında,1
10009,Aldığım ürünlerden memnunum tavsiye ederim cenova laptop sony telefon ve kingston flash bellek site müşteri hizmetleri yönünden gayet iyi ilgileniyolar,1
10010,cok iyi kalite!,1
10011,Herhangi bir sıkıntı olmadı. Masaüstü bilgisayarımda kullanmak üzere almıştım. Direk kasaya bağladım ve işletim sistemini kurdum. Gayet güzel ve hızını hissettiriyor 250 mb/sn yazma ve okuma hızını gördüm (7200 rpm westerndigital mekanik hdd testimde maximum 115 mb/sn yazma ve okuma gördü.) daha fazlasını göremedim sanırım anakartımın veri yolu bant genişliği ile ilgili olabilir 6-7 yıllık bir anakart. Onun dışında gerçekten hızlı fakat unutulmamalıki olası bir bozulma durumunda bütün içindeki verileri kaybedebilirim. Mekanik diskler yavaş olsada veri kurtarma yönünden halen daha kullanılabilir durumda olduğunu düşünüyorum. Almayı düşünen varsa kesinlikle bu fiyata en ideal ve en hızlı üründür diyebilirim keşke fiyatları iyice düşsede 1 TBlıklarından alsak içine oyun atsak 240 gb çok az geliyor o yüzden sadece sistem diski olarak kullanmayı tercih ettim. Ve program açılışları örneğin adobe programları kütüphaneleri okuyup rame yüklemesi gerçekten değişti loading splash screenler çok az süre ekranda kalıyor..,1
10012,"ürünü daha önce baska bir firmadan almıştım elimde 2 tane var ve yaklasık 1 aydır kullanıyorum dosya, video, film, fotoğraf gibi ıvır zıvır tasımak icin almıstım 16gb olması gayet iyi yazma ve okuma hızı cash bellege bakar ve oda 16 gb diger flas belleklerle kıyasladıgınızda cok iyi cok seri atmasını beklemeyin cünkü kullandıgınız ara yol USB portu ve bu port 5v luk bir akımla calısır daha fazlasını atmasını beklemeyin uygun bir flash bellek sandisk kalitesi zaten iyi",1
10013,İki dişle ıphone 6s telefonumu 4 kere şarj ettim. Şimdilik iyi duruyor ama aldığım duyumlara göre pilin ömrünü azaltıyormuş ama garantim olduğu için biraz rahatım. Zaten uzun yola çıkmadıüım sürece de kullanmam. Günlük kullanım için çanta olmalı taşımak için,1
10014,Kargo süresini yorumlara bakarak anlayamamıstım onun için size perşembe akşamı satın aldıgım ürün cuma öğleden sonra kargoya verilmesiyle cumartesi sabahı geldigini soylemem lazım. Konumum istanbulun merkezi olduğu için başkaları için değişebilir. Ürüne gelirsek ses kalitesi benim duyduğum en iyisi. Nasıl pisman olanlar veya sevmeyenler var bilmiyorum ancak alırsanız memnun kalırsınız. herkesin dediği gibi 10 tl lik kulaklıktan müthiş performans geliyor.Ben bu kulaklıkları 3 sene kadardır kullanıyorum bu 3. aldığım kulaklık. Ne zaman bozulma olsa kulaklıkların teker teker sesleri kesiliyor. Bunun nedeni ise kulaklık girişinin olduğu tarafın bükülmesi ile içindeki kablonun (kopması).Bunu engellemek için kulaklığın giriş tarafına kalın bir bant (veya bir yay) sarıp kullanım süresinde değişik şekillerde bükülmesini engellemeniz gerek.Ama 10 tl için uğraşmam da diyebilirsiniz tabi,1
10015,"Uzun süredir HP yazıcı kullanmayı tercih eden bir kullanıcıyım. En son yazıcımı 5 senedir kullanıyordum. Yine All in One bir yazıcı idi. Bu yeni yazıcımda ödediğim paraya karşılık aldığım ürün kalitesi olarak bakarsam, bence tatmin edici. Baskı ve tarama kalitesi kendi muadilleri ve kullanım amacına göre yeterli. Plastik aksamına gelince, tabiki üst model yazılar kadar kalite beklemek yanlış olur. Ama yine de plastik kalitesi ve kasa montajı, ödenen ücret ile kıyaslanınca tatmin edici. Al kullan, bozulunca yenisini al. Kartuş fiyatları kafa üzerinde olan diğer HP kartuşlara göre daha makul bir fiyatta. Daha önce orjinal kartuş fiyatlarından dolayı (kartuş doldurarak kullanmak yerine yan sanayi kartuş kullanmayı tercih eden biriyim) yan sanayi kartuş kullanıyordum. Bu yazıcıda eğer fiyatlar bu seviyelerde olursa orjinal kartuş kullanmayı düşünüyorum.",1
10016,ürün güzel hatta çok beğendim. inşallah performans problemin sonrasında yaşamayız. bu fiyata note almak çök eğlenceli :) kargo normalde geç gelecekti ama çok baskı yaparak 1 gün sorma elime ulaştı.,1
10017,Memnunum,1
10018,tek kelimeyle bayildim. ev kullanicilari icin her seyin bir arada oldugu compact ve de hesapli bir urun. kablosuz modunda da verilen komutu cok hizli algiliyor.,1
10019,Geç şarj dolması dışında başka bir sıkıntısı yok.,1
10020,alınabilecek en iyi mikro SD. Class 10 oluşu yetiyor zaten.,1
10021,Ses kalitesi çok güzel. Şarjı çok iyi gidiyor. Başarılı bir ürün. Tek eksisi kablosu biraz kalın ve sert. Daha ince ve sarılabilir olsa daha güzel olurdu.,1
10022,Hem bedava kargo hem de çok hızlı geldi fakat siz yinede bir iple anahtarlığınıza bağlayın .,1
10023,hızlı gönderi ürün güzel fakat oyunda kasıyor. bilginiz olsun arkadaşlar.gonderi hızlı günlük kullanım için ideal bir ürün teşekkürler,1
10024,Çok kısa sürede elime ulaştı. Hemen kullanmaya başladım. Anahtarlığıma takarak kullanıyorum. Sağlam kasası ile güven veriyor ve şık bir görüntü oluşturuyor. Arkadaşlara tavsiye ederim. Fiyatına göre çok başarılı bir ürün.,1
10025,Sipariş kısa sürede elime ulaştı. Disk gayet kaliteli görünüyor. Nihayetinde Seagate. Bir de koruyucu kılıf alırsanınz mükemmel.,1
10026,güvenilir ve sağlam teslimatdan dolayı teşekkürler ürün ufak ve kullanışlı tavsiye ederim,1
10027,Hem hızlı çıktı alıyor hemde toneri az yiyor ve dolumu çok kolay eve almıştım şimdide iş yerine aldım,1
10028,bence hp 2060 yazıcı en ekonomik yazıcı ve kartuşu da hepsiburada.com tarafından daha da uygun olarak satılmakta yazıcısı olan bu fiyata kaçırmamalı yazıcısı olmayan ise hp 2060 yazıcıyı hemen almalı,1
10029,"Ürün elime bugün ulaştı. Kullanmaya başladıktan sonra bilgisayarınız ilk günki gibi değil, daha iyi olacak.",1
10030,daha önce xerox 3116 kullanıyordum. Çeşitli sebeplerden dolayı yazıcımı değiştirmek zorunda kaldım.Bu ürün ev kullanımı için oldukça yeterli ve güzel bir ürün. Yer kaplamama durumu oldukça iyi. Öğretmen mantığıyla evde kullanmayı düşünenler gönül rahatlığıyla alabilirler. ayrıca tonerin tam dolu gelmesi ve doldurulabiliyor olması da cabası ...,1
10031,"Buradaki yorumları okuyarak sipariş verdim ve memnun kaldım.Mouse yazdığı gibi her yüzeyde çalışıyor ilk geldiğinde merak edip her yerde denedim halı,yatak,masa vb kesinlikle mousepaddeki gibi kusursuz çalışıyor.gayet kullanışlı bir ürün ancak biraz daha ağır olmasını tercih ederdim.fiyat-performans açısından oldukça başarılı.",1
10032,Fiyatına göre çok güzel ürün tavsiye ederim,1
10033,mükemmel ürün tavsiye ediyorum gönül rahatlığıyla alabilirsiniz,1
10034,"Daha önceleri usrobotics kullanıyordum, 3 yaşındaki oğlumun bir gün eline geçirip akvaryumda balık tutmaya çalışması ile birlikte adaptör kullanılmaz hale geldi, bu ürünü 1 haftadan beri kullanıyorum, kendi kanaatim robotics den daha iyi ama anlamadığım bir husus var ve ben bu ürünü alırken de hep içimde yanlış mı yapıyorum diye düşündüm şöyle ki; fiyatı çok ucuz diğerlerine göre, sözün özü tereddüt etmeden alabilirsiniz, ben çok memnun kaldım.",1
10035,bu ürün bu fiyata alınabilecek en iyi ürün.bu telefonda yok yok. herşey düşünülmüş.tek sorun dokunmatik ekrana alışıp alışamayacağınız.ayrı bir hava yaratacağı kesin:))),1
10036,"Ses iletimi , ses yüksekliği , boyunda duruşu , hafifliği kulağa oturuşu gayet başarılı. Bir çok bluetooth kulaklık kullanan biri olarak bir hayli başarılı buldum ürünü. Birden fazla cihaza da bağlanabiliyor aynı anda. Bazen kapatıp açınca telefonla tekrar eşleştirmek zorunda kalabiliyorsunuz bu yüzden bir yıldız kestim. Daha önce plantronics marka kulaklık kullanıyordum kıyasladığımda bu ürün gayet iyi, çok yüksek paralar vermemek lazım diye düşünüyorum.",1
